address,kept_as,retrieved_on,content_type,bytes,sha256
https://www.parliament.scot/api/sitecore/CustomMedia/OfficialReport?meetingId=6230,official-report/parliament-official-report-meeting-6230_retrieved-2026-09-18.pdf,2026-09-18,application/pdf,939908,197c12303500dca03d06d361d79dc9be72d9e4d97262e14b98a254cd3de0e18b
https://www.parliament.scot/bills-and-laws/bills/s1/adults-with-incapacity-scotland-bill,bill-pages/parliament-bill-s1-adults-with-incapacity-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,157977,0691cf826846c1ee737685ba8f9997931ef8c216e354a0ce7c4131bc9d3c2759
https://www.parliament.scot/bills-and-laws/bills/s1/family-homes-and-homelessness-scotland-bill,bill-pages/parliament-bill-s1-family-homes-and-homelessness-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,156826,dba657d3aef6248c714e2320e9fd68de5821ecb7dcccf9fd9ef9e455a195512e
https://www.parliament.scot/bills-and-laws/bills/s1/international-criminal-court-scotland-bill,bill-pages/parliament-bill-s1-international-criminal-court-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,157906,8c8b24b1f25a90e419245f3c0f56f345f322227727e006043a922569fa60bb4b
https://www.parliament.scot/bills-and-laws/bills/s1/robin-rigg-offshore-wind-farm-navigation-and-fishing-scotland-bill-session-1,bill-pages/parliament-bill-s1-robin-rigg-offshore-wind-farm-navigation-and-fishing-scotland-bill-session-1_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,157380,049e19c69540cb4010d03bdd14ffeb092230d074773681f1c8fb7e2a9ac7f7b2
https://www.parliament.scot/bills-and-laws/bills/s1/stirling-alloa-kincardine-railway-and-linked-improvements-bill-session-1,bill-pages/parliament-bill-s1-stirling-alloa-kincardine-railway-and-linked-improvements-bill-session-1_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,157063,c622ed11bc4db5136a8d6ab6b30119fc9db33f78444804163a1accaca8fe1d72
https://www.parliament.scot/bills-and-laws/bills/s1/tobacco-advertising-and-promotion-scotland-bill,bill-pages/parliament-bill-s1-tobacco-advertising-and-promotion-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,156850,05c2e461e6562d5b2b5413089a81ca650fc5bd8c7b1da3bc2d4bada83856d5e7
https://www.parliament.scot/bills-and-laws/bills/s1/water-industry-scotland-bill,bill-pages/parliament-bill-s1-water-industry-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,157707,8999adf4ef130dd3d0d29116cfd83e05f3cd3076c0d3848248ffd7a6dc50281b
https://www.parliament.scot/bills-and-laws/bills/s2/fire-sprinklers-in-residential-premises-scotland-bill,bill-pages/parliament-bill-s2-fire-sprinklers-in-residential-premises-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,157376,060c2733e7c845f43774a587a34be21035d097899c2244092c7ba25a6130b5af
https://www.parliament.scot/bills-and-laws/bills/s2/prohibition-of-smoking-in-regulated-areas-scotland-bill,bill-pages/parliament-bill-s2-prohibition-of-smoking-in-regulated-areas-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,157420,ce9b90c60f64862b312756866ea2979b47fda9d121374ebd6be90d8a771403f2
https://www.parliament.scot/bills-and-laws/bills/s2/prostitution-tolerance-zones-scotland-bill,bill-pages/parliament-bill-s2-prostitution-tolerance-zones-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,157276,c43a78751fff0950aba529625d25261d77fdd0b61e1864859aeb1b28ad660f88
https://www.parliament.scot/bills-and-laws/bills/s2/senior-judiciary-vacancies-and-incapacity-scotland-bill,bill-pages/parliament-bill-s2-senior-judiciary-vacancies-and-incapacity-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,157981,a21fecf9795160348745b13edbc2f3f492876e29603f9610bcbb80752735b168
https://www.parliament.scot/bills-and-laws/bills/s3/criminal-procedure-legal-assistance-detention-and-appeals-scotland-bill,bill-pages/parliament-bill-s3-criminal-procedure-legal-assistance-detention-and-appeals-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,158168,82f500ccf2a68de659f1f2d6de0593e36b6b3f8c86d0ed86a6e2896d0f0d3271
https://www.parliament.scot/bills-and-laws/bills/s4/inquiries-into-deaths-scotland-bill,bill-pages/parliament-bill-s4-inquiries-into-deaths-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,157169,0995b263a185ccb688e84efd84602f597e38c8e68909906c065ac2df21a3263b
https://www.parliament.scot/bills-and-laws/bills/s5/children-and-young-people-information-sharing-scotland-bill,bill-pages/parliament-bill-s5-children-and-young-people-information-sharing-scotland-bill_retrieved-2026-09-18.html,2026-09-18,text/html; charset=utf-8,190287,8b636a304a80987257c64918b5c63ff96646510159ff0c18b48573582ba0d302
